episode,runtime,enddistance,score
1,5.0399999999999805,5.216136499238666,63.718116692153956
2,5.0399999999999805,4.133650973240204,69.97230550409928
3,3.3000000000000025,10.449075468701416,17.429464578775164
4,1.8000000000000012,10.19268385414546,-27.315156974064905
5,1.560000000000001,10.162056510650256,-36.592665492296575
6,1.560000000000001,10.168628155779333,-36.61576669036449
7,1.560000000000001,10.166071776704475,-36.604040351779425
8,1.560000000000001,10.168160894642618,-36.61076791967084
9,1.560000000000001,10.175148026688278,-36.632265403287064
10,1.560000000000001,10.169121985095227,-36.62092599736405
11,1.560000000000001,10.173558332555046,-36.6335569425213
12,1.560000000000001,10.171322776286814,-36.624584141231395
13,1.560000000000001,10.175658420888539,-36.63918409885564
14,1.560000000000001,10.167994671346651,-36.61471521884549
15,1.560000000000001,10.16178282784133,-36.58990485666037
16,1.560000000000001,10.174509478425431,-36.63121863360595
17,1.560000000000001,10.172532318057264,-36.62367003357113
18,1.560000000000001,10.1651626966784,-36.60525777452819
19,1.560000000000001,10.16640032639337,-36.60923968209858
20,1.560000000000001,10.170652193863596,-36.61290735212352
21,1.560000000000001,10.174373428136304,-36.62676907775634
22,1.560000000000001,10.174714715895032,-36.63023530083012
23,1.560000000000001,10.167309954423956,-36.61357631138351
24,1.560000000000001,10.168554006273197,-36.6179825641597
25,1.560000000000001,10.17664114800163,-36.63536483071301
26,1.560000000000001,10.178540126145801,-36.64271779343392
27,1.560000000000001,10.168824939983768,-36.618799521420165
28,1.560000000000001,10.184726174528413,-36.651105701491055
29,1.560000000000001,10.166829133209324,-36.609083144596035
30,1.560000000000001,10.17213562888085,-36.614892005948676
31,1.560000000000001,10.171566438700692,-36.61936389540665
32,1.560000000000001,10.181874575637046,-36.65245695187968
33,1.560000000000001,10.171100290148615,-36.62026464301203
34,1.560000000000001,10.174869364830537,-36.6314936310472
35,1.560000000000001,10.170936333420718,-36.62417978487788
36,1.560000000000001,10.177471013834094,-36.63383848084335
37,1.560000000000001,10.169293228562088,-36.6119605657284
38,1.560000000000001,10.176894239829563,-36.63306982813256
39,1.560000000000001,10.176665984467965,-36.63932648209724
40,1.560000000000001,10.171974912909851,-36.62825948869948
41,1.560000000000001,10.171782298026764,-36.61481023398974
42,1.560000000000001,10.169655026715715,-36.62054671316576
43,1.560000000000001,10.171715101393346,-36.623222784612636
44,1.560000000000001,10.168852264756326,-36.60946742135711
45,1.560000000000001,10.17579080543588,-36.63471119450455
46,1.560000000000001,10.1687706889129,-36.609555290137564
47,1.560000000000001,10.173261702717028,-36.625289916759364
48,1.560000000000001,10.16272998559578,-36.60254411465627
49,1.560000000000001,10.179614621581052,-36.643280535816906
50,1.560000000000001,10.171413174060529,-36.62465973932715
51,1.560000000000001,10.169787346155394,-36.619681697502514
52,1.560000000000001,10.175416587068261,-36.633697129436065
53,1.560000000000001,10.181617107332434,-36.644300083795386
54,1.560000000000001,10.176994595445823,-36.63797846286416
55,1.560000000000001,10.159545754427105,-36.58575394563353
56,1.560000000000001,10.160224572242942,-36.58903469420662
57,1.560000000000001,10.169131507286355,-36.62033539699498
58,1.560000000000001,10.169905726630098,-36.617713310560596
59,1.560000000000001,10.16051393695188,-36.5847838154551
60,1.560000000000001,10.173588572778977,-36.62418695612613
61,1.560000000000001,10.182637432232637,-36.65077669671712
62,1.560000000000001,10.167999330567358,-36.616306917476656
63,1.560000000000001,10.170632797600035,-36.62176607686327
64,1.560000000000001,10.174018784693986,-36.628369596003765
65,1.560000000000001,10.18091934011659,-36.64569493086089
66,1.560000000000001,10.170676661113363,-36.620836153652256
67,1.560000000000001,10.176158137862515,-36.63220748549136
68,1.560000000000001,10.172877216194514,-36.623684058783624
69,1.560000000000001,10.181372270745173,-36.651522594753644
70,1.560000000000001,10.174986788441531,-36.62502281012448
71,1.560000000000001,10.181408496870725,-36.6476439928268
72,1.560000000000001,10.177293417467048,-36.63993865374814
73,1.560000000000001,10.177170528281625,-36.63462234233471
74,1.560000000000001,10.175821790502344,-36.633282694837746
