episode,runtime,enddistance,score
1,1.5000000000000009,10.701282418548821,-589.0510821513922
2,1.5000000000000009,10.697705523814692,-592.6418005616472
3,1.5000000000000009,10.693157304683464,-569.6620397914289
4,1.680000000000001,10.078444237297036,-165.96199713146171
5,2.1600000000000015,10.026389657776347,30.066429242831266
6,2.580000000000002,10.279080999011612,-123.96698108216489
7,2.0400000000000014,10.81786482741366,-304.0361019289263
8,1.5000000000000009,10.171058151480391,-294.85430376274513
9,4.499999999999992,10.293593252182191,156.60918978468388
10,2.880000000000002,10.551650414999362,-73.50522507567305
11,2.520000000000002,10.099618565492746,13.197330304266131
12,2.580000000000002,10.803374566169536,41.626613556985625
13,3.840000000000003,10.378514919738299,146.340071365437
14,5.0399999999999805,8.14728941592511,207.56188791372028
15,3.720000000000003,10.326496393816344,114.97075009322384
16,4.319999999999996,10.040261754741003,181.10463583275734
17,4.739999999999987,10.331958242581909,182.79655665294894
18,4.739999999999987,10.189153456485155,186.05043829256937
19,4.020000000000002,10.239863145214938,165.72341647993062
20,3.840000000000003,10.364764799425686,140.0094301553977
21,3.780000000000003,10.25307272682464,135.64475009597496
22,4.199999999999998,10.266828248089968,174.58447137074177
23,4.080000000000001,10.082531224292183,164.72171779598443
24,3.4200000000000026,10.390497695086035,105.30172103169399
25,5.0399999999999805,8.051718221565519,202.59568640424425
26,4.259999999999997,10.079800015839648,153.87121170572624
27,4.919999999999983,10.584192369270006,14.631155797789496
28,2.580000000000002,10.200332935660368,24.69290101255045
29,3.780000000000003,10.025378245548824,156.56567638578773
30,5.0399999999999805,8.429539382683126,206.55615209853138
31,4.379999999999995,10.268202467699334,168.2049504437219
32,4.739999999999987,10.339123907936624,185.3854878040007
33,3.6000000000000028,10.558497678855938,131.46396596068533
34,5.0399999999999805,9.646837331193186,193.24693691547853
35,4.739999999999987,10.19698432935227,196.61851511805813
36,3.2400000000000024,10.446781512773386,93.07677363861451
37,4.080000000000001,10.041544650817695,-334.80169769314966
38,1.560000000000001,10.788700483025742,-416.64509737659137
39,2.520000000000002,10.55331705427301,-731.13013136202
40,1.560000000000001,10.245776183746946,-772.425502888586
41,1.8600000000000012,10.282258711539702,-59.563803058452926
42,1.9200000000000013,10.740475637089261,91.82380100561053
43,1.9200000000000013,10.789195636540962,91.23071742340271
44,1.9200000000000013,10.782842702392198,92.53209853968234
45,1.9200000000000013,10.761290071806307,87.62854130152688
46,1.9200000000000013,10.789337362573981,92.71317881155282
47,1.9200000000000013,10.76652624200373,88.72323898698212
48,1.9200000000000013,10.749782392970278,83.42997171348705
49,1.9200000000000013,10.763549255431608,84.66145549434216
50,1.9200000000000013,10.736438442835064,77.58477959305566
51,1.9200000000000013,10.754776828696176,88.37889947882586
52,1.9200000000000013,10.783395941252286,88.53226597424175
